created_at,text_stopremoved,sentiment_pred,text_stemmed,topic
2025-10-24,kamu suruhan bahlil,Negatif,kamu suruh bahlil,1.0
2025-10-24,akhirnya dapet bahlil,Netral,akhir dapet bahlil,1.0
2025-10-24,bahlil soal tambang ilegal mandalika serahkan penegak hukum,Netral,bahlil soal tambang ilegal mandalika serah tegak hukum,0.0
2025-10-24,fanbase bahlil jir wkwk,Netral,fanbase bahlil jir wkwk,2.0
2025-10-24,sepatu bahlil,Netral,sepatu bahlil,0.0
2025-10-24,sebelah kiri istri bahlil,Netral,belah kiri istri bahlil,0.0
2025-10-24,huftt bahlil makananku,Netral,huftt bahlil makan,0.0
2025-10-24,menteri paling sering mendapat teguran presiden terima bahlil ngeles artinya paling disayang presiden bahlul dibuatnya,Negatif,menteri paling sering dapat tegur presiden terima bahlil ngeles arti paling sayang presiden bahlul buat,0.0
2025-10-24,tiati ditambang bahlil,Negatif,tiati tambang bahlil,1.0
2025-10-24,salah menyerang pejabat rakyat menggajinya salah rakyat diam sadar dibodohi dijadikan tameng kekuasaan sapi perah korban kebijakan disampaikan publik terkait bahlil kebenaran tahan mundur ngapain bertahan,Negatif,salah serang jabat rakyat gaji salah rakyat diam sadar bodoh jadi tameng kuasa sapi perah korban bijak sampai publik kait bahlil benar tahan mundur ngapain tahan,0.0
2025-10-24,nah survey setuju bahlil juaranya,Positif,nah survey tuju bahlil juara,0.0
2025-10-24,raisa hamish daud jule daehoon tasya farasya ahmad series m bahlil,Netral,raisa hamish daud jule daehoon tasya farasya ahmad series m bahlil,2.0
2025-10-24,campur etanol campur air ntar campur taik bahlil,Netral,campur etanol campur air ntar campur taik bahlil,1.0
2025-10-24,bahlil punya memek,Negatif,bahlil punya memek,1.0
2025-10-24,bahlil gerak dikit meme terbentuk,Netral,bahlil gerak dikit meme bentuk,0.0
2025-10-24,pertalitepertamax anjg motor berebet bahlil ngapain,Negatif,pertalitepertamax anjg motor rebet bahlil ngapain,0.0
2025-10-24,terselip foto bahlil,Netral,selip foto bahlil,1.0
2025-10-24,kesedot bahlil,Negatif,sedot bahlil,0.0
2025-10-24,arrayan hanami ngobrol penjara sebar meme bahlil cocok aca bagian jenguk kalian,Positif,arrayan hanami ngobrol penjara sebar meme bahlil cocok aca bagi jenguk kalian,0.0
2025-10-24,bahlil tersinggung jeleknya sendiri,Negatif,bahlil singgung jelek sendiri,0.0
2025-10-24,hahahahah posting foto bahlil penjara anjayyyy,Netral,hahahahah posting foto bahlil penjara anjayyyy,1.0
2025-10-24,mosok bahlil meneh mesakno rek,Negatif,mosok bahlil teh mesakno rek,0.0
2025-10-24,do bahlil surga secepatnya,Negatif,do bahlil surga cepat,1.0
2025-10-24,org golkar apa bahlil lovers mreka butuh pencerahan,Netral,org golkar apa bahlil lovers mreka butuh cerah,0.0
2025-10-24,ngaku bahlil jahat,Negatif,ngaku bahlil jahat,0.0
2025-10-24,badjiengan cakep kaya gw gini disamaiin ma bahlil,Negatif,badjiengan cakep kaya gw gin disamaiin ma bahlil,1.0
2025-10-24,kamu sanggup selesaikan masalah bahlil,Negatif,kamu sanggup selesai masalah bahlil,1.0
2025-10-24,akk heterss bahlil,Netral,akk heterss bahlil,0.0
2025-10-24,artinya golkar mengakui partai oligarki beneran dah bawah bahlil golkar kehilangan kejayaannya berjaya selama tahun,Negatif,arti golkar aku partai oligarki beneran dah bawah bahlil golkar hilang jaya jaya lama tahun,0.0
2025-10-24,fandom bahlil ngapain dah,Negatif,fandom bahlil ngapain dah,0.0
2025-10-24,soal temuan tambang emas ilegal dekat mandalika bahlil proses hukum,Netral,soal temu tambang emas ilegal dekat mandalika bahlil proses hukum,0.0
2025-10-24,syahroni oon bahlil oon mulyono oon fufufafa oon always turn on,Netral,syahroni oon bahlil oon mulyono oon fufufafa oon always turn on,2.0
2025-10-24,bahlil wajibkan bbm kandungan etanol persen mulai,Netral,bahlil wajib bbm kandung etanol persen mulai,1.0
2025-10-24,keliatan partai ngeliat nasib rakyat akibat kebijakan bahlil gas bbm tambang,Negatif,liat partai ngeliat nasib rakyat akibat bijak bahlil gas bbm tambang,1.0
2025-10-24,bahlil mwuk bahlil,Netral,bahlil mwuk bahlil,0.0
2025-10-24,perayaan ultah lula sejumlah menteri kabinet merah putih hadir menteri sekretariat negara prasetyo hadi menteri esdm bahlil lahadalia hingga wamentan sudaryono lula tampak didampingi ibu negara brasil janja lula da silva,Netral,raya ultah lula jumlah menteri kabinet merah putih hadir menteri sekretariat negara prasetyo had menteri esdm bahlil lahadalia hingga wamentan sudaryono lula tampak damping ibu negara brasil janja lula da silva,0.0
2025-10-24,setuju pa harto golkar ngga inijadi jongos jokowingga mungkinlah golkar partai besar nan legend punya ketum bahlil bin bahlul punya track recort jelasbelum teruji berpengalaman,Negatif,tuju pa harto golkar ngga inijadi jongos jokowingga mungkin golkar partai besar nan legend punya tum bahlil bin bahlul punya track recort jelasbelum uji alam,0.0
2025-10-24,suara rakyat dianggap bahlil waduh,Negatif,suara rakyat anggap bahlil waduh,0.0
2025-10-24,aslinya bahlil cuma sedadanya purbaya,Negatif,asli bahlil cuma dada purbaya,1.0
2025-10-24,dapatkan bonus install apk caranya spay plus login ffjwvwp promo job zonauang ran takahashi gibran bahlil jokowi purbaya anies steph kemenhut dita,Netral,dapat bonus install apk cara spay plus login ffjwvwp promo job zonauang ran takahashi gibran bahlil jokowi purbaya anies steph kemenhut dita,2.0
2025-10-24,puisi bahlil,Netral,puisi bahlil,0.0
2025-10-24,menteri energi sumber daya mineral esdm bahlil lahadalia memastikan penerapan mandatori campuran etanol persen e bahan bakar minyak bbm dimulai mandatori membangun bensin e e ujar bahlil,Netral,menteri energi sumber daya mineral esdm bahlil lahadalia pasti terap mandatori campur etanol persen e bahan bakar minyak bbm mulai mandatori bangun bensin e e ujar bahlil,1.0
2025-10-24,mulyono maaruf amin budi karya sumadi erlangga h bahlil zulhas basuki hadimuljono sri mulyani retno marsudi cb diselidiki,Netral,mulyono maaruf amin budi karya sumadi erlangga h bahlil zulhas basuki hadimuljono sri mulyani retno marsudi cb selidik,2.0
2025-10-24,pak bahlil pak butuh bensin shell pak motor diem mulu dirumah tangki bensin shell strip,Netral,pak bahlil pak butuh bensin shell pak motor diem mulu rumah tangki bensin shell strip,0.0
2025-10-24,beberapa akun media sosial dilaporkan bareskrim atas tuduhan menyebarkan meme provokatif menteri esdm bahlil lahadalia,Netral,beberapa akun media sosial lapor bareskrim atas tuduh sebar meme provokatif menteri esdm bahlil lahadalia,0.0
2025-10-24,iya lo sering liat fotonya bahlil sebelahan anggota dprd cantik ganteng putih bahlil tengah wireng hiiii medeni langsung nyebut,Positif,iya lo sering liat foto bahlil belah anggota dprd cantik ganteng putih bahlil tengah wireng hiiii medeni langsung nyebut,0.0
2025-10-24,bahlil lahadalia berpesan masyarakat jangan mengkhawatirkan sanksi as rusia,Netral,bahlil lahadalia pesan masyarakat jangan khawatir sanksi as rusia,0.0
2025-10-24,dpr bahlil,Netral,dpr bahlil,1.0
2025-10-24,apa menyebabkan sungkan tim jokowi kabinet bahlil erik dkk,Negatif,apa sebab sungkan tim jokowi kabinet bahlil erik dkk,1.0
2025-10-24,parah mutualan pacar bahlil,Negatif,parah mutualan pacar bahlil,2.0
2025-10-24,rumah bahlil kejatuhan meteor,Netral,rumah bahlil jatuh meteor,2.0
2025-10-24,bro internet are free go check by urself noh bahlil at least gw enabler pedo pake byk bacotttt,Negatif,bro internet are free go check by urself noh bahlil at least gw enabler pedo pake byk bacotttt,1.0
2025-10-24,bahlil bilek bersiap lah,Netral,bahlil bilek siap lah,0.0
2025-10-24,eco gelap bahlil,Negatif,eco gelap bahlil,0.0
2025-10-24,nnti ak doain km mimpi bahlil,Positif,nnti ak doain km mimpi bahlil,1.0
2025-10-24,sudi ngesave wajahnya bahlil galeri walaupun cuma meme,Negatif,sudi ngesave wajah bahlil galeri walaupun cuma meme,1.0
2025-10-24,ngehina ngetawain ngejokes pak bahlil ketemu orangnya langsung sebaik sehumble baru salah satunya gw awalnya cuma lihat meme malah fansnya ketemu sependapat gw,Positif,ngehina ngetawain ngejokes pak bahlil ketemu orang langsung baik sehumble baru salah satu gw awal cuma lihat meme malah fansnya ketemu dapat gw,
2025-10-24,melarang upload meme ketum dpp partai golkar bahlil lahadalia kak silakan asal sesuai koridor kesopanan adat ketimuran,Netral,larang upload meme tum dpp partai golkar bahlil lahadalia kak sila asal sesuai koridor sopan adat timur,0.0
2025-10-24,bahlil lahadalia memberi insentif perusahaan membangun pabrik etanol indonesia,Netral,bahlil lahadalia beri insentif usaha bangun pabrik etanol indonesia,1.0
2025-10-24,mah food estate bahlil terus mah ulah amran hj isam,Negatif,mah food estate bahlil terus mah ulah amran hj isam,2.0
2025-10-24,bahlil menteri berkinerja paling buruk,Negatif,bahlil menteri kerja paling buruk,0.0
2025-10-24,today s pull sedih krna dapet wishlist bahlil ireng gapapa atuy n dudung ttp imut,Negatif,today s pull sedih krna dapet wishlist bahlil ireng gapapa atuy n dudung ttp imut,1.0
2025-10-24,loe tau ngelaporin akun upload memek bahlil kata angkatan mudanya partai golkar padahal cuma nemu jalan cari bahlil gila kan angkatan muda partai golkar rebutan cuma nyari bahlil kenpa kagak diraup ajah,Negatif,loe tau ngelaporin akun upload memek bahlil kata angkat muda partai golkar padahal cuma nemu jalan cari bahlil gila kan angkat muda partai golkar rebut cuma nyari bahlil kenpa kagak raup ajah,0.0
2025-10-24,bahlil kecilnya kebanyakan cekokin udang rebon x,Negatif,bahlil kecil banyak cekokin udang rebon x,0.0
2025-10-24,esdm mengelola tambang izinnya izinnya proses hukum ujar bahlil baca selengkapnya,Negatif,esdm kelola tambang izin izin proses hukum ujar bahlil baca lengkap,0.0
2025-10-24,halo branding akunmu terlihat thliban enthusiast santai postpost reaksi random bahlil video merakit ramuan mesiu ledakan seni rating alasan bio jelas unik kontennya fokus mencampuraduk bahan rakitan,Positif,halo branding akun lihat thliban enthusiast santai postpost reaksi random bahlil video rakit ramu mesiu ledak seni rating alas bio jelas unik konten fokus mencampuraduk bahan rakit,0.0
2025-10-24,menteri esdm bahlil lahadalia tegaskan komitmen pemerintah hadirkan listrik desa terpencil,Netral,menteri esdm bahlil lahadalia tegas komitmen perintah hadir listrik desa pencil,0.0
2025-10-24,bahlil anj,Netral,bahlil anj,2.0
2025-10-24,klaim rp aplikasi salin dapatkan bonus tzksnpy jumat promo payday voucher affiliate lazada sale hujan jule bahlil hoseok yoona chaeyoung harqeel jennie mingyu zonauang,Netral,klaim rp aplikasi salin dapat bonus tzksnpy jumat promo payday voucher affiliate lazada sale hujan jule bahlil hoseok yoona chaeyoung harqeel jennie mingyu zonauang,2.0
2025-10-24,menimpa meme bahlil,Netral,timpa meme bahlil,1.0
2025-10-24,bahlil tuh mirip oppa koriya,Netral,bahlil tuh mirip oppa koriya,2.0
2025-10-24,liat bahlil masi nelen,Netral,liat bahlil mas nelen,2.0
2025-10-24,kali tiap ngisi bensin beloknya shell mulu otaknya terlalu sayang shell padahal hrs terpaksa pertamina gegara bahlil bahlul make pertamina tarikan motor berat boros ntar service karatannya mesin fakk bahlul,Negatif,kali tiap ngisi bensin belok shell mulu otak terlalu sayang shell padahal hrs paksa pertamina gegara bahlil bahlul make pertamina tari motor berat boros ntar service karat mesin fakk bahlul,0.0
2025-10-24,padahal bahlil kiyowooo,Negatif,padahal bahlil kiyowooo,1.0
2025-10-24,grok hati kamu banned bahlil,Negatif,grok hati kamu banned bahlil,1.0
2025-10-24,bahlil b bacod,Negatif,bahlil b bacod,0.0
2025-10-24,ih langsung badmood bayangin lihat cowo ganteng terus tbtb wajah kek dakjal bahlil,Negatif,ih langsung badmood bayangin lihat cowo ganteng terus tbtb wajah kek dakjal bahlil,1.0
2025-10-24,stop sebut sebut bahlil,Negatif,stop sebut sebut bahlil,0.0
2025-10-24,confession bahlil ternyata beneran jahat,Negatif,confession bahlil nyata beneran jahat,1.0
2025-10-24,anjaaaay saham samsung kek bahlil,Positif,anjaaaay saham samsung kek bahlil,2.0
2025-10-24,now imagine my dad gets a call from the police his son in jail the reason a meme about bahlil kayaknya bakal cerita luuuwwuuucuuuu,Netral,now imagine my dad gets a call from the police his son in jail the reason a meme about bahlil kayak bakal cerita luuuwwuuucuuuu,2.0
2025-10-24,lagian posting memek bahlil padahal bahlil suka memek,Negatif,lagi posting memek bahlil padahal bahlil suka memek,1.0
2025-10-24,bubarkan bahlil,Netral,bubar bahlil,0.0
2025-10-24,bahlil pengantin ny,Netral,bahlil pengantin ny,0.0
2025-10-24,gw tebak mbaknya gen z pertama kalinya gw liat gen z ikut memuja bahlil awokwok soalnya normalnya gen z ngeshare meme bahlil,Negatif,gw tebak mbak gen z pertama kali gw liat gen z ikut puja bahlil awokwok soal normal gen z ngeshare meme bahlil,0.0
2025-10-24,dicium bahlil diedit pake warna silver,Negatif,cium bahlil edit pake warna silver,1.0
2025-10-24,capek ih ngetawain meme bahlil tiktok akun golkar,Netral,capek ih ngetawain meme bahlil tiktok akun golkar,0.0
2025-10-24,fakta banyaknya iya tetep bahlil kontol,Negatif,fakta banyak iya tetep bahlil kontol,0.0
2025-10-24,serius bahlil segak layak ngisi posisi pemerintahan,Negatif,serius bahlil segak layak ngisi posisi perintah,1.0
2025-10-24,beneran angkatan mudah mah ikutan meme bahlil minimap menikmati hehe,Negatif,beneran angkat mudah mah ikut meme bahlil minimap nikmat hehe,1.0
2025-10-24,km bahlil km bahlul,Negatif,km bahlil km bahlul,1.0
2025-10-24,kepala bahlil,Negatif,kepala bahlil,0.0
2025-10-24,lord bahlil pusing mikirin nasib bangsa,Negatif,lord bahlil pusing mikirin nasib bangsa,0.0
2025-10-24,bodoh kalian gasuka bahlil tekan lah wowo menteri dibawah presiden ganti bahlil bahlil diganti wowo gamau politik coy bahlil ketum partai golkar gasuka meme bahlil jujur rasis,Negatif,bodoh kalian gasuka bahlil tekan lah wowo menteri bawah presiden ganti bahlil bahlil ganti wowo gamau politik coy bahlil tum partai golkar gasuka meme bahlil jujur ras,0.0
2025-10-24,indo malay yha negara maling budaya ngambil budaya indo malay indo yee biarin negara lo noh mana korup bahlil pulak,Negatif,indo malay yha negara maling budaya ngambil budaya indo malay indo yee biarin negara lo noh mana korup bahlil pulak,1.0
2025-10-24,bahlil lg,Positif,bahlil lg,1.0
2025-10-24,dipenjara markup dana whoosh dipenjara korupsi dana haji dipenjara ceroboh bangun sekolah agama hingga menyebabkan kematian dipenjara pelecehan karyawan sppg mbg dipenjara lindas ojol dipenjara meme bahlil,Negatif,penjara markup dana whoosh penjara korupsi dana haji penjara ceroboh bangun sekolah agama hingga sebab mati penjara leceh karyawan sppg mbg penjara lindas ojol penjara meme bahlil,1.0
2025-10-24,kan nongol kan kembaran bahlil eh,Netral,kan nongol kan kembar bahlil eh,1.0
2025-10-24,klaim rp aplikasi salin dapatkan bonus tzksnpy jumat promo payday voucher affiliate lazada sale panas jule bahlil hoseok yoona chaeyoung harqeel jennie mingyu zonauang,Netral,klaim rp aplikasi salin dapat bonus tzksnpy jumat promo payday voucher affiliate lazada sale panas jule bahlil hoseok yoona chaeyoung harqeel jennie mingyu zonauang,2.0
2025-10-24,mntar km ditangkep ky kasus bahlil ntuh,Negatif,mntar km ditangkep ky kasus bahlil ntuh,1.0
2025-10-24,menteri energi sumber daya mineral esdm bahlil lahadalia menyerahkan temuan komisi pemberantasan korupsi kpk ihwal kasus tambang ilegal dekat mandalika nusa tenggara barat ntb diproses hukum esdm mengelola tambang izinnya,Netral,menteri energi sumber daya mineral esdm bahlil lahadalia serah temu komisi berantas korupsi kpk ihwal kasus tambang ilegal dekat mandalika nusa tenggara barat ntb proses hukum esdm kelola tambang izin,1.0
2025-10-24,ngehate jiangli doain dicium bahlil,Negatif,ngehate jiangli doain cium bahlil,1.0
2025-10-24,nabi bahlil dinista,Negatif,nabi bahlil nista,0.0
2025-10-24,bahlil kontol,Negatif,bahlil kontol,
2025-10-24,ketangkep polisi terus ditahan upload bahlil dibully lapas,Negatif,ketangkep polisi terus tahan upload bahlil dibully lapas,2.0
2025-10-24,kemarin ditanya wartawan pelaporan konsultasi ampg ampi aparat penegak hukum jawab panggil menanyakan melaporkan,Netral,kemarin tanya wartawan lapor konsultasi ampg ampi aparat tegak hukum jawab panggil tanya lapor,1.0
2025-10-24,ngatain bahlil hari,Negatif,ngatain bahlil hari,1.0
2025-10-24,membenci bahlil lahadalia siapa ai xai punya emosi benci fokus fakta kebenaran kebijakannya menteri esdm dievaluasi berdasarkan data urusan pribadi pertanyaan spesifik,Positif,benci bahlil lahadalia siapa ai xai punya emosi benci fokus fakta benar bijak menteri esdm evaluasi dasar data urus pribadi tanya spesifik,1.0
2025-10-24,menteri energi sumber daya mineral esdm bahlil lahadalia wajibkan penggunaan bbm kandungan etanol persen bioetanol persen e mandatori membangun bensin e e ucap bahlil jumat,Netral,menteri energi sumber daya mineral esdm bahlil lahadalia wajib guna bbm kandung etanol persen bioetanol persen e mandatori bangun bensin e e ucap bahlil jumat,1.0
2025-10-24,menteri esdm bahlil lahadalia mengingatkan pimpinan lingkungan kementerian esdm mempermainkan proses suratmenyurat terkait perizinan peringatan tersebut disampaikannya perayaan hari pertambangan energi digelar monas jakarta,Netral,menteri esdm bahlil lahadalia ingat pimpin lingkung menteri esdm main proses suratmenyurat kait izin ingat sebut sampai raya hari tambang energi gelar monas jakarta,0.0
2025-10-24,tu kasih makanan bahlil,Netral,tu kasih makan bahlil,1.0
2025-10-24,jangan menghina cepot masa disamain kayak bahlil,Negatif,jangan hina cepot masa disamain kayak bahlil,1.0
2025-10-24,haha jokes bahlil lahadalia favoritku ringan bahlil bilang investasi kopi panas melek kamu punya lucu,Positif,haha jokes bahlil lahadalia favorit ringan bahlil bilang investasi kopi panas melek kamu punya lucu,1.0
2025-10-24,bahlil bahlul,Negatif,bahlil bahlul,
2025-10-24,gw pap via akun bahlil,Netral,gw pap via akun bahlil,2.0
2025-10-24,alhamdulillah dd l tau bahlil,Positif,alhamdulillah dd l tau bahlil,1.0
2025-10-24,benernya omongan pak bahlil,Negatif,benernya omong pak bahlil,0.0
2025-10-24,takut dikirimin meme bahlil,Negatif,takut dikirimin meme bahlil,1.0
2025-10-24,rasa apa item gini rasa bahlil,Positif,rasa apa item gin rasa bahlil,1.0
2025-10-24,berita isinya bahlil mulu,Negatif,berita isi bahlil mulu,0.0
2025-10-24,bahlil jawab kaum muda bandung,Netral,bahlil jawab kaum muda bandung,0.0
2025-10-24,allah kamu terdeteksi sbg penerusnya bahlil,Negatif,allah kamu deteksi sbg terus bahlil,1.0
2025-10-24,terjadi desember bahlil lahadalia berpidato simposium demokrasi deklarasi pemilu damai perpustakaan nasional jakarta,Netral,jadi desember bahlil lahadalia pidato simposium demokrasi deklarasi milu damai pustaka nasional jakarta,0.0
2025-10-24,diam dicium bahlil,Netral,diam cium bahlil,1.0
2025-10-24,hilangkan indonesia dunia bosen liat bahlil seliweran mulu,Negatif,hilang indonesia dunia bosen liat bahlil seliwer mulu,2.0
2025-10-24,knp bahlil belajar kelg cendana mungkin paham tenang tuhan punya caranya sendiri mencintai umatnya bismillah,Positif,knp bahlil ajar kelg cendana mungkin paham tenang tuhan punya cara sendiri cinta umat bismillah,0.0
2025-10-24,bilang seleranya kayak bahlil kali kak,Negatif,bilang selera kayak bahlil kali kak,0.0
2025-10-24,worth it makannya dipangku bahlil,Positif,worth it makan pangku bahlil,0.0
2025-10-24,bahlil makin lama makin anjg maaf,Negatif,bahlil makin lama makin anjg maaf,2.0
2025-10-24,bahlil iblis,Negatif,bahlil iblis,0.0
2025-10-24,kata lucu bahlil mullet,Netral,kata lucu bahlil mullet,1.0
2025-10-24,bnyak uang bahlil jdi enk nyuruh nangkep,Netral,bnyak uang bahlil jdi enk nyuruh nangkep,0.0
2025-10-24,wadduuh ngga malah tobat terang enak oligarkhi salah satu bahaya penyakit bahlil eeh maaf bakhil,Negatif,wadduuh ngga malah tobat terang enak oligarkhi salah satu bahaya sakit bahlil eeh maaf bakhil,0.0
2025-10-24,dn rakyatnya mentoleransi penyimpangan tlol kaya gini menjadikan indonesia peringkat kasus lgbt terbanyak emang goblok titik terhina gay sekutunya hina drpda bahlil,Negatif,dn rakyat toleransi simpang tlol kaya gin jadi indonesia peringkat kasus lgbt banyak emang goblok titik hina gay sekutu hina drpda bahlil,1.0
2025-10-24,bgst indo pny bahlil kek mending ekspor lah kamboja,Negatif,bgst indo pny bahlil kek mending ekspor lah kamboja,0.0
2025-10-24,bahlil bahlul,Negatif,bahlil bahlul,
2025-10-24,postingan bahlil make tw spoiler serem abisnya,Negatif,postingan bahlil make tw spoiler rem abis,2.0
2025-10-24,tandatanda akun julsitumorang bakal disisir bahlil kontennya fokus identitas pribadi humor lokal komentar ringan elemen provokatif bahlil sibuk urus investasi ketimbang sisir akun biasa isu spesifik baru,Negatif,tandatanda akun julsitumorang bakal sisir bahlil konten fokus identitas pribadi humor lokal komentar ringan elemen provokatif bahlil sibuk urus investasi ketimbang sisir akun biasa isu spesifik baru,0.0
2025-10-24,akun disisir bahlil,Negatif,akun sisir bahlil,1.0
2025-10-24,pantes indonesia makin lama makin buruk kaum tlol lucknut kaya gini toleransi wkwkwk titik terhina gay hina drpda bahlil,Negatif,pantes indonesia makin lama makin buruk kaum tlol lucknut kaya gin toleransi wkwkwk titik hina gay hina drpda bahlil,1.0
2025-10-24,tl ku beragam isinya karina meme bahlil daehoon jule mingyu nerima alkohol dri fans carat asia vs carat barat ran volley selingkuh,Negatif,tl ku agam isi karina meme bahlil daehoon jule mingyu nerima alkohol dri fans carat asia vs carat barat ran volley selingkuh,2.0
2025-10-24,dapatkan bonus install ap carany spay plus login ffjwvwp promo job zonauang hamish raisa ran takahashi gibran bahlil purbaya anies seblak ningning,Netral,dapat bonus install ap carany spay plus login ffjwvwp promo job zonauang hamish raisa ran takahashi gibran bahlil purbaya anies seblak ningning,2.0
2025-10-24,yup kepolisian bakalan sibuk ngurusin kasus bahlil berapa banyak org bakalan lembur yakkk,Negatif,yup polisi bakal sibuk ngurusin kasus bahlil berapa banyak org bakal lembur yakkk,1.0
2025-10-24,biru kaum bahlil,Netral,biru kaum bahlil,0.0
2025-10-24,bahlil gen biar dipenjara awokawokawok,Negatif,bahlil gen biar penjara awokawokawok,1.0
2025-10-24,bahlil papua papuakan,Negatif,bahlil papua papuakan,0.0
2025-10-24,bahlil,Positif,bahlil,
2025-10-24,temenan bahlil u skrg,Positif,temenan bahlil u skrg,1.0
2025-10-24,pantas ngomong gitu nyata bahlil kamu sdg membuka aibmu sendiri pantes dpt predikat menteri terbusuk,Negatif,pantas ngomong gitu nyata bahlil kamu sdg buka aib sendiri pantes dpt predikat menteri busuk,1.0
2025-10-24,jumatan dicipok bahlil,Negatif,jumat cipok bahlil,2.0
2025-10-24,langsung km ngaku kamu cinta bahlil cieee,Positif,langsung km ngaku kamu cinta bahlil cieee,1.0
2025-10-24,padahal bahlil baper terus asik nanggepin netijen asbun gini bestie lo,Negatif,padahal bahlil baper terus asik nanggepin netijen asbun gin bestie lo,1.0
2025-10-24,dul set annyeonghaseyo bahlil imnida,Netral,dul set annyeonghaseyo bahlil imnida,0.0
2025-10-24,aman meme bahlil,Negatif,aman meme bahlil,1.0
2025-10-24,mengancam kedaulatan negara mengancam kedaulatan bahlil,Netral,ancam daulat negara ancam daulat bahlil,1.0
2025-10-24,gibrunpki jokopki luhutpki kak esang pki keluarga jokopki fenifuu ulung segera gulung tni polisi justru membela penghianat bangsa jokopki menteri jokopki koruptor kotor terutama luhutpki erick chino pki bahlil pki syetan,Negatif,gibrunpki jokopki luhutpki kak esang pki keluarga jokopki fenifuu ulung segera gulung tni polisi justru bela penghianat bangsa jokopki menteri jokopki koruptor kotor utama luhutpki erick chino pki bahlil pki syetan,0.0
2025-10-24,esdm mengawasi mengelola tambang izinnya izinnya aparat penegak hukum maupun gakkum proses hukum katanya,Negatif,esdm awas kelola tambang izin izin aparat tegak hukum maupun gakkum proses hukum kata,0.0
2025-10-24,esdm mengawasi mengelola tambang izinnya izinnya aparat penegak hukum maupun gakkum proses hukum katanya,Negatif,esdm awas kelola tambang izin izin aparat tegak hukum maupun gakkum proses hukum kata,
2025-10-24,bilang bahlil anjing kek dipeperin tai mulu kecil mati pls melanggar uu ite,Negatif,bilang bahlil anjing kek dipeperin tai mulu kecil mati pls langgar uu ite,0.0
2025-10-24,wkwk konspirasi obrolan wajib dini hari ngomongin bahlil males,Negatif,wkwk konspirasi obrol wajib dini hari ngomongin bahlil males,1.0
2025-10-24,kesimpulan silogisme benar sesuai premisnya masalahanya kesimpulan silogisme benar benar benar contoh silogisme kesimpulannya benar salah memiliki rambut perempuan bahlil memiliki rambut berarti bahlil perempuan,Negatif,simpul silogisme benar sesuai premis masalahanya simpul silogisme benar benar benar contoh silogisme simpul benar salah milik rambut perempuan bahlil milik rambut arti bahlil perempuan,0.0
2025-10-24,remaja masjid pecinta bahlil,Netral,remaja masjid cinta bahlil,1.0
2025-10-24,cape ngetawain bahlil,Positif,cape ngetawain bahlil,0.0
2025-10-24,baru tau cileunyi banner bahlil,Netral,baru tau cileunyi banner bahlil,1.0
2025-10-24,pria video idrus marham wakil ketua umum partai golkar membela bahlil lahadalia kritik media sosial disebut framing negatif tak berdasar fakta idrus pernah tersangka korupsi ektp familiar rompi oranye simbol,Netral,pria video idrus marham wakil ketua umum partai golkar bela bahlil lahadalia kritik media sosial sebut framing negatif tak dasar fakta idrus pernah sangka korupsi ektp familiar rompi oranye simbol,0.0
2025-10-24,bahlil punah argh ajg,Negatif,bahlil punah argh ajg,2.0
2025-10-24,bahlil ngga dikasi lewat,Negatif,bahlil ngga kasi lewat,2.0
2025-10-24,anj apasi dritd fyp lewat bahlil kawai kawai mlu,Netral,anj apas dritd fyp lewat bahlil kawai kawai mlu,2.0
2025-10-24,enak bahlil usah makeover,Positif,enak bahlil usah makeover,0.0
2025-10-24,halo pii bagus kamu sadar latihan analisis tips bedain aman vs potensi bermasalah contoh bahlil kamu sebut mungkin maksudnya tipe licik manipulatif perhatiin inkonsistensi katakata vs tindakan janji sering,Negatif,halo pii bagus kamu sadar latih analisis tips bedain aman vs potensi masalah contoh bahlil kamu sebut mungkin maksud tipe licik manipulatif perhatiin inkonsistensi katakata vs tindak janji sering,1.0
2025-10-24,jokesku cuma sebatas bahlil,Negatif,jokesku cuma batas bahlil,1.0
2025-10-24,wkwkwkwk lucu lg tbtb bahlil,Positif,wkwkwkwk lucu lg tbtb bahlil,1.0
2025-10-24,ditanya dosen knp msuk alasannya ditangkap menertawakan memes bahlil,Negatif,tanya dosen knp msuk alas tangkap tertawa mes bahlil,1.0
2025-10-24,bayangin makan smbil scroll twt menemukan memes bahlil tertawa kemudian blkng muncul polisi siap menangkap,Negatif,bayangin makan smbil scroll twt temu mes bahlil tertawa kemudian blkng muncul polisi siap tangkap,0.0
2025-10-24,breaking news jumat oktober jabar ancam tutup dapur slhs kaum pria cianjur tertipu sponsor nakal rokok bodong miker marak bogor durian ramon raisa aqua bahlil tewas akibat nanas subang tertimpa pohon klik audionya,Netral,breaking news jumat oktober jabar ancam tutup dapur slhs kaum pria cianjur tipu sponsor nakal rokok bodong miker marak bogor durian ramon raisa aqua bahlil tewas akibat nanas subang timpa pohon klik audio,2.0
2025-10-24,tanah air udara milik negara ehh milik bahlil,Netral,tanah air udara milik negara ehh milik bahlil,1.0
2025-10-24,i hate to admit bahlil skill,Netral,i hate to admit bahlil skill,1.0
2025-10-24,lo ngerasa luar panas ingat salah bahlil,Negatif,lo ngerasa luar panas ingat salah bahlil,1.0
